,last_name_x, first_name_x,player_id,year_x,pa,bip,woba,est_woba,est_woba_minus_woba_diff,xWRAA,display_team_name,year_y,primary_pos_formatted,fielding_runs_prevented,outs_above_average,runs_extra_strikes,strike_rate,xDRAA,fg_id_x,full_name,Name,Team,Batting,Base Running,Fielding,Positional,Offense,Defense,League,Replacement,RAR,WAR,Dollars,fg_id_y,xWAR
84,Correa, Carlos,621043,2020,221,153,0.303,0.305,-0.002,-1.3054852320675117,Astros,2020.0,SS,0.0,0.0,,,0.0,14162,Carlos Correa,Carlos Correa,Astros,-0.8,-0.2,-0.7,2.4,-1.0,1.8,0.8,7.2,8.8,0.9,$6.9,14162.0,0.786963193492488
85,Verdugo, Alex,657077,2020,221,157,0.35600000000000004,0.29100000000000004,0.065,-3.916455696202525,Red Sox,2020.0,RF,1.0,1.0,,,1.0,17027,Alex Verdugo,Alex Verdugo,Red Sox,7.1,1.1,4.5,-2.2,8.2,2.3,-1.3,7.2,16.4,1.6,$12.7,17027.0,0.3093352549459977
86,Myers, Wil,571976,2020,218,142,0.39299999999999996,0.377,0.016,11.957805907172995,Padres,2020.0,RF,1.0,1.0,,,1.0,10047,Wil Myers,Wil Myers,Padres,15.0,1.4,-2.2,-2.5,16.4,-4.7,0.8,7.1,19.6,1.9,$15.3,10047.0,1.8437219712579103
87,Peralta, David,444482,2020,218,160,0.32799999999999996,0.292,0.036000000000000004,-3.6793248945147714,Diamondbacks,2020.0,LF,1.0,1.0,,,1.0,2136,David Peralta,David Peralta,Diamondbacks,1.8,0.0,4.2,-2.8,1.9,1.4,0.8,7.1,11.1,1.1,$8.7,2136.0,0.15755869546645276
88,Bradley Jr., Jackie,598265,2020,217,144,0.34700000000000003,0.299,0.048,-2.38059071729958,Red Sox,2020.0,CF,6.0,7.0,,,6.0,12984,Jackie Bradley Jr.,Jackie Bradley Jr.,Red Sox,5.2,1.3,1.8,0.8,6.5,2.6,-1.3,7.1,14.9,1.4,$11.6,12984.0,1.2435505629821484
89,Ahmed, Nick,605113,2020,217,153,0.313,0.295,0.018000000000000002,-3.1130801687763743,Diamondbacks,2020.0,SS,3.0,4.0,,,3.0,12147,Nick Ahmed,Nick Ahmed,Diamondbacks,-0.9,2.1,0.4,2.5,1.2,2.9,0.8,7.1,12.0,1.2,$9.3,12147.0,1.1236819137430123
90,Segura, Jean,516416,2020,217,148,0.32799999999999996,0.307,0.021,-0.9156118143459924,Phillies,2020.0,2B,4.0,6.0,,,4.0,5933,Jean Segura,Jean Segura,Phillies,1.8,-1.1,2.6,0.7,0.8,3.3,-1.3,7.1,9.8,1.0,$7.6,5933.0,0.9483724753487685
91,Nunez, Renato,600524,2020,216,132,0.341,0.301,0.04,-2.0050632911392423,Orioles,2020.0,1B,-2.0,-3.0,,,-2.0,14503,Renato Nunez,Renato Nunez,Orioles,4.9,-1.5,-1.7,-4.3,3.5,-5.9,-1.3,7.0,3.3,0.3,$2.5,14503.0,-0.26948565266251945
92,Aguilar, Jesus,542583,2020,216,152,0.342,0.33299999999999996,0.009000000000000001,3.827848101265816,Marlins,2020.0,1B,-1.0,-1.0,,,-1.0,11342,Jesus Aguilar,Jesus Aguilar,Marlins,5.8,-1.6,0.2,-4.4,4.2,-4.2,-1.3,7.0,5.7,0.6,$4.5,11342.0,0.3756136852488846
93,LeMahieu, DJ,518934,2020,216,175,0.42200000000000004,0.355,0.067,7.8379746835443,Yankees,2020.0,2B,-1.0,-1.0,,,-1.0,9874,DJ LeMahieu,DJ LeMahieu,Yankees,20.4,0.7,-1.5,0.3,21.1,-1.2,-1.3,7.0,25.6,2.5,$19.9,9874.0,1.4464293419575487
94,Taylor, Chris,621035,2020,214,131,0.358,0.354,0.004,7.5848101265822745,Dodgers,2020.0,SS,2.0,3.0,,,2.0,13757,Chris Taylor,Chris Taylor,Dodgers,8.6,-0.9,0.0,-0.4,7.8,-0.4,0.8,7.0,15.1,1.5,$11.8,13757.0,1.4835528444084678
95,Cruz, Nelson,443558,2020,214,127,0.405,0.363,0.042,9.210126582278479,,,,,,,,0.0,2434,Nelson Cruz,Nelson Cruz,Twins,16.8,-0.7,,-5.6,16.1,-5.6,2.6,7.0,20.1,2.0,$15.6,2434.0,0.9608254038031582
96,Cabrera, Asdrubal,452678,2020,213,154,0.314,0.306,0.008,-1.0784810126582287,Nationals,2020.0,3B,3.0,4.0,,,3.0,4962,Asdrubal Cabrera,Asdrubal Cabrera,Nationals,-1.3,-2.6,0.4,-2.6,-3.9,-2.2,-1.3,6.9,-0.4,0.0,($0.3),4962.0,0.3557706099541484
97,Reyes, Victor,622682,2020,213,157,0.302,0.317,-0.015,0.8987341772151907,Tigers,2020.0,CF,1.0,1.0,,,1.0,15487,Victor Reyes,Victor Reyes,Tigers,-2.1,0.0,1.5,-0.8,-2.1,0.8,2.6,6.9,8.1,0.8,$6.3,15487.0,0.7814869287514078
98,Flores, Wilmer,527038,2020,213,163,0.342,0.3,0.042,-2.1569620253164574,Giants,2020.0,2B,1.0,1.0,,,1.0,5827,Wilmer Flores,Wilmer Flores,Giants,5.6,-0.2,0.2,-3.0,5.4,-2.8,0.8,6.9,10.3,1.0,$8.0,5827.0,0.2508804122632101
99,Hicks, Aaron,543305,2020,211,131,0.34600000000000003,0.364,-0.018000000000000002,9.259071729957803,Yankees,2020.0,CF,-4.0,-4.0,,,-4.0,5297,Aaron Hicks,Aaron Hicks,Yankees,6.1,2.6,-3.9,0.6,8.7,-3.3,-1.3,6.9,10.9,1.1,$8.5,5297.0,1.4909992767289404
100,Pollock, AJ,572041,2020,210,153,0.358,0.33299999999999996,0.025,3.721518987341766,Dodgers,2020.0,LF,-1.0,-1.0,,,-1.0,9256,AJ Pollock,,,,-2.0,,-2.0,,,,,,1.0,,,0.5407835076144831
101,Altuve, Jose,514888,2020,210,153,0.27399999999999997,0.28,-0.006,-5.670886075949362,Astros,2020.0,2B,1.0,1.0,,,1.0,5417,Jose Altuve,Jose Altuve,Astros,-6.1,0.4,-0.8,0.7,-5.7,-0.1,0.7,6.8,1.8,0.2,$1.4,5417.0,0.31783028224090526
102,Reddick, Josh,502210,2020,210,147,0.299,0.29100000000000004,0.008,-3.721518987341766,Astros,2020.0,RF,-4.0,-5.0,,,-4.0,3892,Josh Reddick,Josh Reddick,Astros,-1.4,-2.0,-7.8,-2.7,-3.4,-10.5,0.7,6.8,-6.3,-0.6,($4.9),3892.0,-0.5429587579645416
103,Dickerson, Corey,572816,2020,210,159,0.303,0.3,0.003,-2.1265822784810147,Marlins,2020.0,LF,1.0,1.0,,,1.0,10762,Corey Dickerson,Corey Dickerson,Marlins,-1.3,0.0,-1.4,-2.4,-1.3,-3.8,-1.3,6.8,0.4,0.0,$0.3,10762.0,0.32213915186435854
104,Longoria, Evan,446334,2020,209,157,0.303,0.354,-0.051,7.407594936708857,Giants,2020.0,3B,2.0,3.0,,,2.0,9368,Evan Longoria,Evan Longoria,Giants,-1.5,-2.1,3.7,0.7,-3.5,4.4,0.7,6.8,8.4,0.8,$6.5,9368.0,1.4407553179576342
105,McNeil, Jeff,643446,2020,209,162,0.354,0.325,0.028999999999999998,2.2928270042194114,Mets,2020.0,3B,0.0,0.0,,,0.0,15362,Jeff McNeil,Jeff McNeil,Mets,8.1,-2.5,2.2,-1.2,5.6,0.9,-1.3,6.8,12.1,1.2,$9.4,15362.0,0.5251000045468731
106,Duvall, Adam,594807,2020,209,137,0.342,0.324,0.018000000000000002,2.1164556962025336,Braves,2020.0,LF,0.0,0.0,,,0.0,10950,Adam Duvall,Adam Duvall,Braves,4.3,0.6,-2.6,-2.3,4.8,-4.9,-1.3,6.8,5.5,0.5,$4.3,10950.0,0.7024612856189528
107,Wong, Kolten,543939,2020,208,154,0.3,0.28600000000000003,0.013999999999999999,-4.56371308016877,Cardinals,2020.0,2B,1.0,2.0,,,1.0,12532,Kolten Wong,Kolten Wong,Cardinals,-2.2,2.2,3.8,0.7,0.0,4.5,2.5,6.8,13.8,1.3,$10.7,12532.0,0.5942396777809723
108,Reynolds, Bryan,668804,2020,208,128,0.273,0.302,-0.028999999999999998,-1.7552742616033772,Pirates,2020.0,LF,1.0,1.0,,,1.0,19326,Bryan Reynolds,Bryan Reynolds,Pirates,-7.4,-1.7,1.7,-1.5,-9.1,0.2,2.5,6.8,0.4,0.0,$0.3,19326.0,0.2741111831851148
109,Garcia, Avisail,541645,2020,207,132,0.29100000000000004,0.306,-0.015,-1.0481012658227857,Brewers,2020.0,CF,0.0,0.0,,,0.0,5760,Avisail Garcia,Avisail Garcia,Brewers,-4.9,-1.0,3.6,0.0,-5.9,3.6,2.5,6.7,7.0,0.7,$5.4,5760.0,0.4564304985286063
110,Hernandez, Teoscar,606192,2020,207,128,0.37799999999999995,0.381,-0.003,12.053164556962026,Blue Jays,2020.0,RF,-4.0,-4.0,,,-4.0,13066,Teoscar Hernandez,Teoscar Hernandez,Blue Jays,11.7,1.0,0.4,-2.0,12.8,-1.6,-1.3,6.7,16.6,1.6,$12.9,13066.0,1.3415954297467363
111,Villar, Jonathan,542340,2020,207,134,0.262,0.256,0.006,-9.782278481012657,---,2020.0,2B,-3.0,-4.0,,,-3.0,10071,Jonathan Villar,Jonathan Villar,- - -,-8.7,0.7,-1.0,0.5,-8.1,-0.5,-1.3,6.7,-3.1,-0.3,($2.4),10071.0,-0.4708382444387027
112,Tapia, Raimel,606132,2020,206,150,0.33299999999999996,0.28600000000000003,0.047,-4.519831223628686,Rockies,2020.0,LF,0.0,0.0,,,0.0,14350,Raimel Tapia,Raimel Tapia,Rockies,-1.1,3.2,1.1,-3.0,2.1,-1.9,0.7,6.7,7.6,0.7,$5.9,14350.0,0.23232081624649087
113,Riley, Austin,663586,2020,206,140,0.302,0.325,-0.023,2.259915611814348,Braves,2020.0,3B,0.0,0.0,,,0.0,18360,Austin Riley,Austin Riley,Braves,-3.0,-0.4,-3.7,0.3,-3.5,-3.4,-1.2,6.7,-1.4,-0.1,($1.1),18360.0,0.8625237763168112
114,Candelario, Jeimer,600869,2020,206,136,0.36700000000000005,0.34,0.027000000000000003,4.867510548523211,Tigers,2020.0,1B,1.0,1.0,,,1.0,13621,Jeimer Candelario,Jeimer Candelario,Tigers,9.4,0.8,-0.6,-2.8,10.2,-3.5,2.5,6.7,16.0,1.6,$12.4,13621.0,1.0285999226607971
115,Adames, Willy,642715,2020,205,111,0.341,0.295,0.046,-2.9409282700421966,Rays,2020.0,SS,-5.0,-6.0,,,-5.0,15986,Willy Adames,Willy Adames,Rays,6.1,2.0,-0.9,2.3,8.1,1.4,-1.2,6.7,14.9,1.5,$11.6,15986.0,0.2951818508864129
116,Sano, Miguel,593934,2020,205,96,0.312,0.31,0.002,-0.34599156118143487,Twins,2020.0,1B,1.0,1.0,,,1.0,12164,Miguel Sano,Miguel Sano,Twins,-0.3,2.3,-2.2,-3.7,2.0,-6.0,2.5,6.7,5.2,0.5,$4.1,12164.0,0.5767357031389669
117,Ruiz, Rio,547004,2020,204,141,0.298,0.267,0.031,-7.7468354430379724,Orioles,2020.0,3B,0.0,0.0,,,0.0,14103,Rio Ruiz,Rio Ruiz,Orioles,-2.9,-2.2,-1.3,0.7,-5.1,-0.6,-1.2,6.6,-0.3,0.0,($0.2),14103.0,-0.25320104820078676
118,Solano, Donovan,456781,2020,203,152,0.35100000000000003,0.307,0.044000000000000004,-0.8565400843881865,Giants,2020.0,2B,-3.0,-3.0,,,-3.0,8623,Donovan Solano,Donovan Solano,Giants,7.0,0.4,-6.1,0.7,7.4,-5.4,0.7,6.6,9.4,0.9,$7.3,8623.0,0.37486057047563554
119,Acuna Jr., Ronald,660670,2020,202,100,0.40700000000000003,0.401,0.006,15.171308016877642,Braves,2020.0,CF,1.0,2.0,,,1.0,18401,Ronald Acuna Jr.,Ronald Acuna Jr.,Braves,15.2,2.2,2.4,-0.5,17.4,2.0,-1.2,6.6,24.7,2.4,$19.2,18401.0,2.377903004423021
120,Profar, Jurickson,595777,2020,202,155,0.33,0.32899999999999996,0.001,2.8978902953586427,Padres,2020.0,LF,-1.0,-1.0,,,-1.0,10815,Jurickson Profar,Jurickson Profar,Padres,2.9,2.7,2.1,-1.4,5.6,0.7,0.7,6.6,13.6,1.3,$10.6,10815.0,0.9508053851350422
121,White, Evan,657108,2020,202,99,0.257,0.27699999999999997,-0.02,-5.9662447257384015,Mariners,2020.0,1B,2.0,2.0,,,2.0,20078,Evan White,Evan White,Mariners,-8.5,1.0,2.2,-3.8,-7.5,-1.6,0.7,6.6,-1.7,-0.2,($1.4),20078.0,-0.01827991160654939
122,Arenado, Nolan,571448,2020,201,166,0.303,0.275,0.027999999999999997,-6.275949367088604,Rockies,2020.0,3B,5.0,7.0,,,5.0,9777,Nolan Arenado,Nolan Arenado,Rockies,-6.2,-0.5,8.5,0.7,-6.7,9.3,0.7,6.5,9.8,1.0,$7.6,9777.0,0.5319758327263611
123,Moran, Colin,592567,2020,200,127,0.335,0.336,-0.001,4.050632911392409,Pirates,2020.0,1B,0.0,0.0,,,0.0,16909,Colin Moran,Colin Moran,Pirates,3.5,-2.9,-0.4,-4.2,0.5,-4.6,2.4,6.5,4.9,0.5,$3.8,16909.0,0.3368792059088355
124,Gonzalez, Marwin,503556,2020,199,138,0.265,0.304,-0.039,-1.3434599156118154,Twins,2020.0,2B,3.0,4.0,,,3.0,5497,Marwin Gonzalez,Marwin Gonzalez,Twins,-8.2,0.9,0.5,-0.2,-7.3,0.3,2.4,6.5,1.9,0.2,$1.5,5497.0,0.8594761109445255
125,Smith, Dominic,642086,2020,199,135,0.405,0.374,0.031,10.41181434599156,Mets,2020.0,1B,-3.0,-4.0,,,-3.0,15653,Dominic Smith,Dominic Smith,Mets,16.5,0.6,-0.8,-3.0,17.0,-3.8,-1.2,6.5,18.5,1.8,$14.4,15653.0,1.1177210303768708
126,Soto, Juan,665742,2020,196,126,0.47,0.451,0.019,22.99071729957806,Nationals,2020.0,LF,-2.0,-2.0,,,-2.0,20123,Juan Soto,Juan Soto,Nationals,25.1,-0.5,-2.7,-2.2,24.7,-4.9,-1.2,6.4,25.0,2.4,$19.4,20123.0,2.399690060461491
127,Kepler, Max,596146,2020,196,136,0.32299999999999995,0.32899999999999996,-0.006,2.8118143459915546,Twins,2020.0,RF,0.0,0.0,,,0.0,12144,Max Kepler,Max Kepler,Twins,1.6,2.3,-0.7,-1.9,3.9,-2.6,2.4,6.4,10.1,1.0,$7.8,12144.0,0.9331560249055192
128,Marte, Ketel,606466,2020,195,163,0.311,0.295,0.016,-2.797468354430382,Diamondbacks,2020.0,2B,1.0,1.0,,,1.0,13613,Ketel Marte,Ketel Marte,Diamondbacks,-1.2,-0.2,-2.0,0.6,-1.5,-1.4,0.7,6.4,4.1,0.4,$3.2,13613.0,0.48170217391925685
129,Realmuto, J.T.,592663,2020,195,125,0.355,0.344,0.011000000000000001,5.265822784810122,,,,,,3.0,51.9,3.0,11739,J.T. Realmuto,J.T. Realmuto,Phillies,6.2,2.0,2.8,1.5,8.2,4.2,-1.2,6.4,17.6,1.7,$13.7,11739.0,1.7619288943277869
130,Grandal, Yasmani,518735,2020,194,105,0.33299999999999996,0.313,0.02,0.1637130801687765,,,,,,3.0,50.6,3.0,11368,Yasmani Grandal,Yasmani Grandal,White Sox,4.0,-2.4,5.9,1.1,1.6,7.0,2.4,6.3,17.3,1.7,$13.5,11368.0,0.7957087523262155
131,Gonzalez, Erik,570481,2020,193,134,0.258,0.28300000000000003,-0.025,-4.723206751054847,Pirates,2020.0,SS,2.0,3.0,,,2.0,13369,Erik Gonzalez,Erik Gonzalez,Pirates,-9.4,0.2,0.3,1.8,-9.2,2.1,2.4,6.3,1.5,0.1,$1.2,13369.0,0.5409445404372409
132,Crawford, Brandon,543063,2020,193,127,0.32899999999999996,0.298,0.031,-2.28016877637131,Giants,2020.0,SS,2.0,3.0,,,2.0,5343,Brandon Crawford,Brandon Crawford,Giants,3.0,-0.5,-1.5,2.1,2.5,0.6,0.7,6.3,10.1,1.0,$7.8,5343.0,0.7396449853588065
133,McMahon, Ryan,641857,2020,193,107,0.303,0.287,0.016,-4.0717299578059105,Rockies,2020.0,2B,1.0,1.0,,,1.0,15112,Ryan McMahon,Ryan McMahon,Rockies,-6.0,0.6,0.0,-0.2,-5.4,-0.2,0.7,6.3,1.4,0.1,$1.1,15112.0,0.3514363507123758
134,Cronenworth, Jake,630105,2020,192,143,0.35,0.38299999999999995,-0.033,11.50379746835442,Padres,2020.0,2B,3.0,3.0,,,3.0,18036,Jake Cronenworth,Jake Cronenworth,Padres,6.1,-1.0,2.6,0.1,5.1,2.7,0.7,6.3,14.7,1.4,$11.5,18036.0,1.9311836402223468
135,Grossman, Robbie,543257,2020,192,128,0.345,0.315,0.03,0.48607594936708903,Athletics,2020.0,LF,3.0,4.0,,,3.0,5254,Robbie Grossman,Robbie Grossman,Athletics,6.3,2.0,0.2,-2.2,8.3,-2.0,0.7,6.3,13.2,1.3,$10.3,5254.0,0.9277094602002369
136,Lopez, Nicky,670032,2020,192,131,0.25,0.278,-0.027999999999999997,-5.5088607594936665,Royals,2020.0,2B,3.0,5.0,,,3.0,19339,Nicky Lopez,Nicky Lopez,Royals,-10.7,-2.0,1.1,0.8,-12.7,2.0,2.3,6.3,-2.1,-0.2,($1.7),19339.0,0.24740050193717966
137,Robles, Victor,645302,2020,189,118,0.268,0.254,0.013999999999999999,-9.250632911392405,Nationals,2020.0,CF,2.0,2.0,,,2.0,18363,Victor Robles,Victor Robles,Nationals,-8.5,1.3,-3.6,0.7,-7.1,-2.9,-1.1,6.2,-5.0,-0.5,($3.9),18363.0,0.08795005084253169
138,Vazquez, Christian,543877,2020,189,130,0.34,0.27699999999999997,0.063,-5.582278481012663,,,,,,3.0,50.9,3.0,9774,Christian Vazquez,Christian Vazquez,Red Sox,3.5,-2.7,5.7,2.6,0.8,8.3,-1.1,6.2,14.1,1.4,$11.0,9774.0,0.33774137844219526
139,Arcia, Orlando,606115,2020,189,142,0.312,0.325,-0.013000000000000001,2.073417721518989,Brewers,2020.0,SS,-1.0,-1.0,,,-1.0,13185,Orlando Arcia,Orlando Arcia,Brewers,-1.1,-2.9,0.4,2.3,-4.0,2.6,2.3,6.2,7.1,0.7,$5.5,13185.0,0.6446560061927935
140,Brantley, Michael,488726,2020,187,142,0.35600000000000004,0.314,0.042,0.31561181434599184,Astros,2020.0,LF,1.0,1.0,,,1.0,4106,Michael Brantley,Michael Brantley,Astros,7.9,-1.6,4.3,-3.6,6.3,0.7,0.7,6.1,13.8,1.3,$10.7,4106.0,0.2144928571935114
141,Dozier, Hunter,641531,2020,186,110,0.321,0.319,0.002,1.0987341772151908,Royals,2020.0,RF,-1.0,-1.0,,,-1.0,15117,Hunter Dozier,Hunter Dozier,Royals,1.0,1.5,0.1,-2.6,2.6,-2.6,2.3,6.1,8.3,0.8,$6.5,15117.0,0.49173041481366186
142,Tsutsugo, Yoshi,660294,2020,185,108,0.304,0.311,-0.006999999999999999,-0.15611814345991573,Rays,2020.0,3B,0.0,0.0,,,0.0,27459,Yoshi Tsutsugo,,,,0.0,,-2.8,,,,,,0.3,,,0.29843940955263126
143,Hoskins, Rhys,656555,2020,185,108,0.376,0.368,0.008,8.742616033755272,Phillies,2020.0,1B,-3.0,-4.0,,,-3.0,16472,Rhys Hoskins,Rhys Hoskins,Phillies,9.3,-0.4,-1.9,-3.0,8.9,-4.9,-1.1,6.0,9.0,0.9,$7.0,16472.0,0.8137802165177341
144,Gordon, Alex,460086,2020,184,126,0.271,0.289,-0.018000000000000002,-3.57130801687764,Royals,2020.0,LF,-2.0,-2.0,,,-2.0,5209,Alex Gordon,Alex Gordon,Royals,-7.0,1.0,3.1,-2.0,-6.0,1.1,2.2,6.0,3.2,0.3,$2.5,5209.0,-0.05633161445403437
145,Hampson, Garrett,641658,2020,184,111,0.285,0.28300000000000003,0.002,-4.502953586497886,Rockies,2020.0,2B,2.0,1.0,,,2.0,19262,Garrett Hampson,Garrett Hampson,Rockies,-8.5,1.9,-0.2,0.3,-6.6,0.1,0.7,6.0,0.2,0.0,$0.1,19262.0,0.5533118819843779
146,Nola, Austin,543592,2020,184,129,0.34700000000000003,0.34299999999999997,0.004,4.813502109704636,,,,,,2.0,51.6,2.0,15941,Austin Nola,Austin Nola,- - -,6.0,-0.4,3.3,2.2,5.5,5.5,0.7,6.0,17.7,1.7,$13.7,15941.0,1.4205026713446698
147,Wendle, Joey,621563,2020,184,134,0.32899999999999996,0.29600000000000004,0.033,-2.484388185654002,Rays,2020.0,3B,2.0,3.0,,,2.0,13853,Joey Wendle,Joey Wendle,Rays,3.5,1.4,-0.6,0.9,4.9,0.4,-1.1,6.0,10.2,1.0,$7.9,13853.0,0.7593579236925945
148,d'Arnaud, Travis,518595,2020,184,116,0.386,0.37,0.016,9.00590717299578,,,,,,1.0,48.9,1.0,7739,Travis d'Arnaud,Travis d'Arnaud,Braves,10.5,-2.2,1.8,1.8,8.4,3.5,-1.1,6.0,16.8,1.6,$13.1,7739.0,1.517021350910041
149,Winker, Jesse,608385,2020,183,104,0.389,0.38299999999999995,0.006,10.964556962025307,Reds,2020.0,LF,-1.0,-1.0,,,-1.0,13590,Jesse Winker,Jesse Winker,Reds,10.8,0.1,0.7,-4.5,10.9,-3.8,2.2,6.0,15.3,1.5,$11.9,13590.0,1.1208031048111022
150,Akiyama, Shogo,673451,2020,183,121,0.299,0.309,-0.01,-0.46329113924050674,Reds,2020.0,LF,1.0,1.0,,,1.0,27461,Shogo Akiyama,Shogo Akiyama,Reds,-3.4,0.2,0.9,-1.0,-3.2,-0.1,2.2,6.0,4.9,0.5,$3.8,27461.0,0.5540020834858919
151,Cano, Robinson,429664,2020,182,148,0.37,0.341,0.028999999999999998,4.454008438818569,Mets,2020.0,2B,2.0,3.0,,,2.0,3269,Robinson Cano,Robinson Cano,Mets,9.6,-1.5,1.7,-1.0,8.1,0.8,-1.1,5.9,13.7,1.3,$10.6,3269.0,0.9609981720523444
152,Encarnacion, Edwin,429665,2020,181,106,0.267,0.268,-0.001,-6.720675105485229,,,,,,,,0.0,2151,Edwin Encarnacion,Edwin Encarnacion,White Sox,-6.4,0.0,,-4.6,-6.4,-4.6,2.2,5.9,-3.0,-0.3,($2.3),2151.0,-0.5277442262867539
153,Heyward, Jason,518792,2020,181,112,0.36200000000000004,0.371,-0.009000000000000001,9.01181434599156,Cubs,2020.0,RF,1.0,1.0,,,1.0,4940,Jason Heyward,Jason Heyward,Cubs,7.0,1.9,3.3,-2.1,8.9,1.2,2.2,5.9,18.2,1.8,$14.2,4940.0,1.5275455472472657
154,Bregman, Alex,608324,2020,180,128,0.33899999999999997,0.327,0.012,2.2784810126582298,Astros,2020.0,3B,1.0,1.0,,,1.0,17678,Alex Bregman,Alex Bregman,Astros,5.0,-0.5,-1.9,0.6,4.4,-1.3,0.6,5.9,9.6,0.9,$7.5,17678.0,0.898689378335367
155,Shaw, Travis,543768,2020,180,114,0.305,0.31,-0.005,-0.3037974683544306,Blue Jays,2020.0,3B,0.0,0.0,,,0.0,11982,Travis Shaw,Travis Shaw,Blue Jays,-1.1,-2.9,1.9,-0.4,-4.0,1.5,-1.1,5.9,2.3,0.2,$1.8,11982.0,0.21961152567901027
156,Bohm, Alec,664761,2020,180,126,0.375,0.34299999999999997,0.032,4.708860759493666,Phillies,2020.0,3B,1.0,1.0,,,1.0,21618,Alec Bohm,Alec Bohm,Phillies,8.8,-0.1,-1.1,0.0,8.7,-1.1,-1.1,5.9,12.4,1.2,$9.6,21618.0,1.1156101862361096
157,Goodrum, Niko,592348,2020,179,92,0.257,0.256,0.001,-8.459071729957804,Tigers,2020.0,SS,4.0,5.0,,,4.0,12092,Niko Goodrum,Niko Goodrum,Tigers,-8.6,0.1,2.5,1.5,-8.6,4.0,2.2,5.8,3.4,0.3,$2.7,12092.0,0.2888743094737793
158,Belt, Brandon,474832,2020,179,113,0.42,0.402,0.018000000000000002,13.594936708860763,Giants,2020.0,1B,1.0,1.0,,,1.0,10264,Brandon Belt,Brandon Belt,Giants,16.8,-0.2,-0.4,-3.1,16.6,-3.5,0.6,5.8,19.6,1.9,$15.3,10264.0,1.6654555620334532
159,Sanchez, Gary,596142,2020,178,92,0.266,0.299,-0.033,-1.9527426160337569,,,,,,-2.0,47.6,-2.0,11442,Gary Sanchez,Gary Sanchez,Yankees,-6.9,-0.8,0.2,2.0,-7.7,2.2,-1.1,5.8,-0.8,-0.1,($0.6),11442.0,0.2960483338372529
160,Severino, Pedro,600474,2020,178,121,0.307,0.326,-0.019,2.102953586497892,,,,,,-4.0,45.7,-4.0,14523,Pedro Severino,Pedro Severino,Orioles,-1.2,-0.2,-2.3,1.3,-1.5,-1.0,-1.1,5.8,2.2,0.2,$1.7,14523.0,0.48625415007258155
161,Dubon, Mauricio,643289,2020,177,124,0.313,0.305,0.008,-1.0455696202531655,Giants,2020.0,CF,4.0,5.0,,,4.0,16530,Mauricio Dubon,Mauricio Dubon,Giants,0.3,-0.6,-1.5,0.9,-0.3,-0.6,0.6,5.8,5.5,0.5,$4.3,16530.0,0.8771227551912482
162,Schoop, Jonathan,570731,2020,177,125,0.33399999999999996,0.28800000000000003,0.046,-3.584810126582273,Tigers,2020.0,2B,1.0,2.0,,,1.0,11265,Jonathan Schoop,Jonathan Schoop,Tigers,3.1,0.2,2.4,0.6,3.3,3.0,2.2,5.8,14.2,1.4,$11.0,11265.0,0.3870196131635195
163,Eaton, Adam,594809,2020,176,131,0.28300000000000003,0.29100000000000004,-0.008,-3.1189873417721463,Nationals,2020.0,RF,-1.0,-1.0,,,-1.0,11205,Adam Eaton,Adam Eaton,Nationals,-5.7,-0.3,-1.8,-1.7,-6.0,-3.5,-1.1,5.7,-4.8,-0.5,($3.7),11205.0,-0.037678209303771415
164,Turner, Justin,457759,2020,175,125,0.37,0.386,-0.016,10.928270042194095,Dodgers,2020.0,3B,-2.0,-2.0,,,-2.0,5235,Justin Turner,Justin Turner,Dodgers,8.9,-0.5,-0.7,-0.6,8.4,-1.3,0.6,5.7,13.4,1.3,$10.5,5235.0,1.315627722280301
165,Ohtani, Shohei,660271,2020,175,103,0.28600000000000003,0.322,-0.036000000000000004,1.4767932489451492,,,,,,,,0.0,"MLBID
660271.0    19755
660271.0    19755
Name: IDFANGRAPHS, dtype: object",Shohei Ohtani,Shohei Ohtani,Angels,-3.4,2.1,,-4.3,-1.3,-4.3,0.6,5.7,0.7,0.1,$0.5,19755.0,0.4839338112465579
166,Polanco, Gregory,570256,2020,174,95,0.228,0.284,-0.055999999999999994,-4.111392405063294,Pirates,2020.0,RF,2.0,3.0,,,2.0,12907,Gregory Polanco,Gregory Polanco,Pirates,-12.9,0.9,-0.5,-2.5,-12.0,-3.0,2.1,5.7,-7.3,-0.7,($5.7),12907.0,0.1901435516251559
167,DeJong, Paul,657557,2020,174,106,0.292,0.303,-0.011000000000000001,-1.3215189873417732,Cardinals,2020.0,SS,-3.0,-4.0,,,-3.0,18015,Paul DeJong,Paul DeJong,Cardinals,-3.1,-1.1,1.0,1.9,-4.2,2.9,2.1,5.7,6.5,0.6,$5.1,18015.0,0.20861013572567338
168,Soler, Jorge,624585,2020,174,90,0.327,0.33799999999999997,-0.011000000000000001,3.8177215189873364,Royals,2020.0,RF,0.0,0.0,,,0.0,14221,Jorge Soler,Jorge Soler,Royals,1.8,0.9,-0.6,-4.1,2.6,-4.7,2.1,5.7,5.7,0.6,$4.4,14221.0,0.6111816691169504
169,Urshela, Gio,570482,2020,174,130,0.359,0.364,-0.005,7.635443037974682,Yankees,2020.0,3B,-1.0,-1.0,,,-1.0,10681,Gio Urshela,,,,-1.1,,0.6,,,,,,1.6,,,1.1478206030779836
