last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Jones, JaCoby,592444,2020,108,64,.268,.238,.030,.515,.425,.090,.353,.308,.045
Paredes, Isaac,670623,2020,108,76,.220,.210,.010,.290,.269,.021,.251,.236,.015
Walsh, Jared,665120,2020,108,87,.293,.268,.025,.646,.527,.119,.386,.337,.049
Rengifo, Luis,650859,2020,106,66,.156,.184,-.028,.200,.253,-.053,.224,.254,-.030
Holt, Brock,571788,2020,106,72,.211,.226,-.015,.274,.291,-.017,.249,.262,-.013
Stassi, Max,545358,2020,105,72,.278,.271,.007,.533,.568,-.035,.364,.371,-.007
Wade, Tyler,642180,2020,105,68,.170,.243,-.073,.307,.329,-.022,.267,.303,-.036
Naylor, Josh,647304,2020,104,85,.247,.278,-.031,.330,.382,-.052,.270,.300,-.030
Barnes, Austin,605131,2020,104,65,.244,.194,.050,.314,.281,.033,.302,.269,.033
Slater, Austin,596103,2020,104,64,.282,.305,-.023,.506,.542,-.036,.389,.401,-.012
Fuentes, Josh,658069,2020,103,71,.306,.253,.053,.439,.339,.100,.318,.259,.059
Bruce, Jay,457803,2020,103,72,.198,.237,-.039,.469,.473,-.004,.292,.306,-.014
Gosselin, Phil,594838,2020,102,65,.250,.237,.013,.402,.362,.040,.309,.286,.023
Donaldson, Josh,518626,2020,102,58,.222,.221,.001,.469,.423,.046,.356,.344,.012
Ward, Taylor,621493,2020,102,66,.277,.251,.026,.383,.400,-.017,.309,.297,.012
Maybin, Cameron,457727,2020,101,68,.247,.243,.004,.387,.380,.007,.298,.293,.005
Fowler, Dexter,451594,2020,101,62,.233,.215,.018,.389,.351,.038,.306,.281,.025
Adrianza, Ehire,501303,2020,101,66,.191,.201,-.010,.270,.309,-.039,.253,.267,-.014
Olivares, Edward,658668,2020,101,72,.240,.259,-.019,.375,.366,.009,.271,.278,-.007
Alfaro, Jorge,595751,2020,100,57,.226,.223,.003,.344,.383,-.039,.267,.275,-.008
Ruf, Darin,573131,2020,100,64,.276,.254,.022,.517,.463,.054,.373,.340,.033
Kendrick, Howie,435062,2020,100,76,.275,.284,-.009,.385,.452,-.067,.293,.320,-.027
Davis, Khris,501981,2020,99,60,.200,.220,-.020,.329,.405,-.076,.280,.305,-.025
Taylor, Michael A.,572191,2020,99,65,.196,.231,-.035,.424,.481,-.057,.282,.315,-.033
Lamb, Jake,571875,2020,99,63,.193,.239,-.046,.352,.431,-.079,.277,.314,-.037
Stewart, Christin,621514,2020,99,61,.167,.209,-.042,.300,.369,-.069,.226,.263,-.037
Dahl, David,621311,2020,99,66,.183,.201,-.018,.247,.286,-.039,.205,.227,-.022
Brosseau, Mike,670712,2020,98,56,.302,.225,.077,.558,.420,.138,.388,.306,.082
Martinez, Jose,500874,2020,98,61,.182,.220,-.038,.295,.361,-.066,.244,.281,-.037
Toro, Abraham,647351,2020,97,64,.149,.219,-.070,.276,.325,-.049,.230,.276,-.046
Hayes, Ke'Bryan,663647,2020,95,65,.376,.300,.076,.682,.497,.185,.457,.356,.101
Bonifacio, Jorge,593528,2020,94,61,.221,.200,.021,.326,.299,.027,.262,.242,.020
Sandoval, Pablo,467055,2020,94,66,.214,.237,-.023,.262,.349,-.087,.248,.281,-.033
Stanton, Giancarlo,519317,2020,94,49,.250,.296,-.046,.500,.526,-.026,.373,.396,-.023
Casali, Curt,592200,2020,93,47,.224,.188,.036,.500,.352,.148,.366,.302,.064
Mercado, Oscar,640458,2020,93,61,.128,.159,-.031,.174,.226,-.052,.157,.190,-.033
Perez, Michael,605421,2020,93,58,.167,.232,-.065,.238,.404,-.166,.213,.289,-.076
Engel, Adam,641553,2020,93,69,.295,.258,.037,.477,.381,.096,.341,.290,.051
Luplow, Jordan,656669,2020,92,60,.192,.203,-.011,.359,.368,-.009,.289,.293,-.004
Castro, Jason,488771,2020,92,47,.188,.238,-.050,.375,.487,-.112,.289,.337,-.048
Haseley, Adam,656514,2020,92,66,.278,.268,.010,.342,.342,.000,.301,.295,.006
Dalbec, Bobby,666915,2020,92,41,.263,.199,.064,.600,.533,.067,.394,.334,.060
Harrison, Josh,543281,2020,91,69,.278,.311,-.033,.418,.465,-.047,.330,.361,-.031
Knapp, Andrew,595284,2020,89,54,.278,.265,.013,.444,.415,.029,.367,.353,.014
Ervin, Phillip,640447,2020,89,52,.149,.165,-.016,.189,.199,-.010,.236,.246,-.010
Plawecki, Kevin,608700,2020,89,68,.341,.270,.071,.463,.391,.072,.368,.304,.064
Guzman, Ronald,608597,2020,86,54,.244,.237,.007,.436,.419,.017,.318,.304,.014
Straw, Myles,664702,2020,86,60,.207,.225,-.018,.256,.320,-.064,.220,.250,-.030
McBroom, Ryan,643436,2020,85,51,.247,.217,.030,.506,.457,.049,.325,.287,.038
Zunino, Mike,572287,2020,84,38,.147,.148,-.001,.360,.368,-.008,.256,.251,.005
Ford, Mike,645801,2020,84,59,.135,.234,-.099,.270,.395,-.125,.220,.299,-.079
Santana, Domingo,570267,2020,84,45,.157,.195,-.038,.286,.346,-.060,.267,.300,-.033
Hedges, Austin,595978,2020,83,52,.145,.207,-.062,.290,.331,-.041,.229,.270,-.041
Trevino, Jose,624431,2020,83,64,.250,.245,.005,.434,.446,-.012,.296,.305,-.009
Rios, Edwin,621458,2020,83,59,.250,.285,-.035,.645,.639,.006,.378,.382,-.004
Strange-Gordon, Dee,543829,2020,82,62,.200,.227,-.027,.213,.260,-.047,.223,.256,-.033
Locastro, Tim,641796,2020,82,56,.290,.268,.022,.464,.378,.086,.370,.335,.035
Osuna, Jose,591741,2020,82,62,.205,.267,-.062,.397,.470,-.073,.268,.313,-.045
Chirinos, Robinson,455139,2020,82,54,.162,.171,-.009,.243,.263,-.020,.212,.225,-.013
Vogt, Stephen,519390,2020,81,55,.167,.185,-.018,.278,.317,-.039,.232,.252,-.020
Leon, Sandy,506702,2020,81,45,.136,.180,-.044,.242,.310,-.068,.256,.289,-.033
Garver, Mitch,641598,2020,81,36,.167,.174,-.007,.264,.287,-.023,.228,.231,-.003
Arauz, Jonathan,660620,2020,80,51,.250,.288,-.038,.319,.351,-.032,.287,.311,-.024
Flowers, Tyler,452095,2020,80,35,.217,.192,.025,.348,.328,.020,.298,.275,.023
VanMeter, Josh,642165,2020,79,46,.129,.216,-.087,.257,.352,-.095,.219,.286,-.067
Senzel, Nick,669222,2020,78,56,.186,.234,-.048,.357,.387,-.030,.255,.284,-.029
Torrens, Luis,620443,2020,78,56,.257,.260,-.003,.371,.393,-.022,.303,.305,-.002
Velazquez, Andrew,623205,2020,77,44,.159,.148,.011,.206,.227,-.021,.227,.232,-.005
Tejeda, Anderson,660731,2020,77,45,.253,.193,.060,.453,.378,.075,.301,.239,.062
Arozarena, Randy,668227,2020,76,43,.281,.253,.028,.641,.496,.145,.416,.355,.061
Lowe, Nate,663993,2020,76,39,.224,.232,-.008,.433,.379,.054,.309,.291,.018
Dietrich, Derek,518618,2020,75,40,.197,.240,-.043,.459,.480,-.021,.346,.362,-.016
Diaz, Elias,553869,2020,73,53,.235,.268,-.033,.353,.403,-.050,.277,.299,-.022
Smith, Dwight,596105,2020,72,45,.222,.198,.024,.365,.310,.055,.285,.254,.031
Machin, Vimael,605353,2020,71,53,.206,.293,-.087,.238,.397,-.159,.247,.331,-.084
Garcia, Greg,594824,2020,71,46,.200,.188,.012,.250,.224,.026,.240,.232,.008
Rojas, Josh,668942,2020,70,47,.180,.217,-.037,.180,.296,-.116,.206,.269,-.063
Farmer, Kyle,571657,2020,70,51,.266,.285,-.019,.313,.456,-.143,.286,.335,-.049
Lux, Gavin,666158,2020,69,44,.175,.199,-.024,.349,.339,.010,.255,.261,-.006
Riddle, JT,595375,2020,69,54,.149,.215,-.066,.224,.345,-.121,.172,.251,-.079
Garcia, Jose,676480,2020,68,41,.194,.208,-.014,.194,.284,-.090,.176,.213,-.037
Mathis, Jeff,425772,2020,68,39,.161,.206,-.045,.355,.361,-.006,.241,.268,-.027
Guillorme, Luis,641645,2020,68,41,.333,.252,.081,.439,.341,.098,.375,.309,.066
Dyson, Jarrod,502481,2020,66,51,.180,.207,-.027,.180,.240,-.060,.190,.229,-.039
Espinal, Santiago,669289,2020,66,46,.267,.247,.020,.333,.350,-.017,.278,.273,.005
Andujar, Miguel,609280,2020,65,53,.242,.236,.006,.355,.351,.004,.270,.268,.002
Starling, Bubba,605490,2020,64,33,.169,.186,-.017,.237,.242,-.005,.201,.214,-.013
Tromp, Chadwick,644433,2020,64,43,.213,.190,.023,.426,.356,.070,.260,.224,.036
Santana, Danny,542454,2020,63,32,.145,.185,-.040,.273,.351,-.078,.226,.273,-.047
Castro, Starlin,516770,2020,63,47,.267,.241,.026,.450,.386,.064,.315,.277,.038
Hechavarria, Adeiny,588751,2020,63,47,.254,.219,.035,.305,.258,.047,.267,.237,.030
Murphy, John Ryan,571974,2020,63,31,.172,.213,-.041,.207,.317,-.110,.196,.247,-.051
Garcia, Leury,544725,2020,63,50,.271,.263,.008,.441,.454,-.013,.321,.318,.003
Cervelli, Francisco,465041,2020,62,39,.245,.250,-.005,.453,.449,.004,.346,.340,.006
Chisholm, Jazz,665862,2020,62,37,.161,.174,-.013,.321,.340,-.019,.244,.254,-.010
Avila, Alex,488671,2020,62,27,.184,.197,-.013,.286,.327,-.041,.300,.310,-.010
Jeffers, Ryan,680777,2020,62,36,.273,.238,.035,.436,.460,-.024,.341,.328,.013
Pinder, Chad,640461,2020,61,43,.232,.247,-.015,.393,.456,-.063,.294,.319,-.025
Peterson, Jace,607054,2020,61,26,.200,.190,.010,.356,.362,-.006,.339,.339,.000
Gallagher, Cam,595956,2020,60,43,.283,.265,.018,.434,.314,.120,.339,.290,.049
Bemboom, Anthony,621532,2020,60,38,.208,.198,.010,.417,.315,.102,.319,.287,.032
Cameron, Daz,663662,2020,59,38,.193,.197,-.004,.263,.274,-.011,.209,.212,-.003
Phillips, Brett,621433,2020,59,36,.196,.231,-.035,.392,.351,.041,.300,.300,.000
Diaz, Aledmys,649557,2020,59,46,.241,.276,-.035,.483,.394,.089,.302,.283,.019
Lin, Tzu-Wei,624407,2020,57,38,.154,.181,-.027,.173,.232,-.059,.158,.193,-.035
Jay, Jon,445055,2020,57,41,.160,.221,-.061,.240,.360,-.120,.196,.266,-.070
Pence, Hunter,452254,2020,56,37,.096,.240,-.144,.250,.443,-.193,.177,.307,-.130
Aquino, Aristides,606157,2020,56,29,.170,.208,-.038,.319,.342,-.023,.281,.304,-.023
Davis, Chris,448801,2020,55,35,.115,.148,-.033,.173,.214,-.041,.151,.182,-.031
Greiner, Grayson,606988,2020,55,31,.118,.187,-.069,.333,.386,-.053,.217,.261,-.044
Beaty, Matt,607461,2020,54,36,.220,.234,-.014,.360,.336,.024,.275,.269,.006
Vargas, Ildemaro,545121,2020,54,42,.196,.206,-.010,.314,.290,.024,.225,.227,-.002
Nottingham, Jacob,641924,2020,54,28,.188,.193,-.005,.458,.402,.056,.308,.289,.019
Arroyo, Christian,624414,2020,54,39,.240,.217,.023,.440,.402,.038,.310,.285,.025
Castro, Harold,605612,2020,54,38,.347,.277,.070,.429,.414,.015,.363,.321,.042
Haggerty, Sam,664059,2020,54,34,.260,.264,-.004,.400,.390,.010,.306,.299,.007
Heineman, Scott,595981,2020,54,41,.154,.208,-.054,.269,.321,-.052,.194,.235,-.041
Sierra, Magneuris,642423,2020,53,38,.250,.237,.013,.364,.289,.075,.303,.292,.011
Estrada, Thairo,642731,2020,52,29,.167,.202,-.035,.229,.295,-.066,.209,.248,-.039
Cron, C.J.,543068,2020,52,26,.190,.198,-.008,.548,.487,.061,.369,.348,.021
White, Eli,642201,2020,52,33,.188,.224,-.036,.229,.295,-.066,.204,.250,-.046
Benintendi, Andrew,643217,2020,52,23,.103,.122,-.019,.128,.214,-.086,.238,.272,-.034
Adams, Matt,571431,2020,51,31,.184,.199,-.015,.347,.382,-.035,.236,.250,-.014
Harrison, Monte,656509,2020,51,21,.170,.149,.021,.255,.296,-.041,.218,.219,-.001
Heineman, Tyler,623168,2020,50,38,.190,.191,-.001,.214,.257,-.043,.240,.253,-.013
Zimmer, Bradley,605548,2020,50,24,.162,.128,.034,.243,.206,.037,.294,.277,.017
Drury, Brandon,592273,2020,49,38,.152,.245,-.093,.174,.355,-.181,.160,.262,-.102
Wallach, Chad,595453,2020,48,33,.227,.208,.019,.364,.355,.009,.274,.256,.018
Higashioka, Kyle,543309,2020,48,37,.250,.236,.014,.521,.510,.011,.314,.295,.019
Stevenson, Andrew,664057,2020,47,30,.366,.293,.073,.732,.466,.266,.478,.356,.122
Mayfield, Jack,608686,2020,47,30,.190,.170,.020,.214,.222,-.008,.204,.203,.001
Smith, Mallex,605480,2020,47,32,.133,.159,-.026,.178,.187,-.009,.155,.182,-.027
Davidson, Matt,571602,2020,47,30,.163,.237,-.074,.395,.495,-.100,.264,.319,-.055
Garneau, Dustin,572863,2020,46,25,.158,.163,-.005,.289,.336,-.047,.252,.262,-.010
Munoz, Yairo,622168,2020,45,34,.333,.275,.058,.511,.401,.110,.352,.278,.074
Pina, Manny,444489,2020,45,28,.231,.290,-.059,.410,.486,-.076,.323,.363,-.040
Evans, Phillip,595943,2020,45,32,.359,.268,.091,.487,.377,.110,.403,.325,.078
McGuire, Reese,624512,2020,45,34,.073,.117,-.044,.146,.166,-.020,.090,.125,-.035
Owings, Chris,572008,2020,44,30,.268,.207,.061,.439,.306,.133,.321,.245,.076
Smith, Pavin,656976,2020,44,31,.270,.290,-.020,.405,.432,-.027,.315,.345,-.030
Wade Jr, LaMonte,664774,2020,44,30,.231,.213,.018,.308,.287,.021,.281,.262,.019
Odom, Joseph,641929,2020,44,20,.128,.120,.008,.128,.171,-.043,.165,.173,-.008
Freeman, Mike,502273,2020,43,28,.237,.208,.029,.316,.269,.047,.271,.244,.027
Butera, Drew,460077,2020,43,30,.154,.125,.029,.205,.172,.033,.174,.148,.026
Mejia, Francisco,642336,2020,42,30,.077,.150,-.073,.179,.214,-.035,.147,.193,-.046
Cordero, Franchy,614173,2020,42,34,.211,.343,-.132,.447,.631,-.184,.307,.426,-.119
Alvarez, Eddy,657193,2020,41,21,.189,.130,.059,.216,.170,.046,.225,.186,.039
Wieters, Matt,446308,2020,41,26,.200,.250,-.050,.229,.386,-.157,.249,.315,-.066
Taylor, Tyrone,621438,2020,41,30,.237,.267,-.030,.500,.542,-.042,.328,.346,-.018
Heim, Jonah,641680,2020,41,35,.211,.239,-.028,.211,.369,-.158,.220,.280,-.060
Walker, Neil,435522,2020,41,27,.231,.236,-.005,.308,.307,.001,.233,.234,-.001
Diaz, Lewin,650331,2020,41,27,.154,.172,-.018,.205,.286,-.081,.178,.208,-.030
Ravelo, Rangel,592660,2020,41,31,.171,.203,-.032,.286,.308,-.022,.229,.266,-.037
Thomas, Lane,657041,2020,40,23,.111,.150,-.039,.250,.230,.020,.200,.210,-.010
Fisher, Derek,605233,2020,39,21,.226,.225,.001,.452,.419,.033,.342,.333,.009
Forsythe, Logan,523253,2020,38,22,.118,.196,-.078,.235,.422,-.187,.202,.290,-.088
Smith, Kevan,607345,2020,38,20,.258,.210,.048,.452,.440,.012,.358,.329,.029
Hamilton, Billy,571740,2020,36,27,.125,.200,-.075,.219,.284,-.065,.169,.227,-.058
Mathias, Mark,664029,2020,36,29,.278,.257,.021,.361,.356,.005,.271,.253,.018
Heredia, Guillermo,628338,2020,36,24,.212,.266,-.054,.394,.480,-.086,.286,.331,-.045
Duggar, Steven,621453,2020,36,23,.176,.206,-.030,.235,.277,-.042,.203,.235,-.032
Almora Jr., Albert,546991,2020,34,21,.167,.162,.005,.200,.181,.019,.220,.218,.002
Davis, Jonathan,641505,2020,34,17,.259,.220,.039,.444,.421,.023,.344,.335,.009
Young, Andy,670370,2020,34,16,.192,.220,-.028,.385,.378,.007,.345,.351,-.006
Cespedes, Yoenis,493316,2020,34,16,.161,.214,-.053,.387,.413,-.026,.263,.290,-.027
Marisnick, Jake,545350,2020,34,23,.333,.214,.119,.606,.307,.299,.395,.233,.162
Refsnyder, Rob,608701,2020,34,20,.200,.205,-.005,.233,.300,-.067,.225,.248,-.023
Bishop, Braden,623323,2020,34,21,.167,.158,.009,.233,.222,.011,.216,.206,.010
Mathisen, Wyatt,621500,2020,33,15,.222,.196,.026,.444,.416,.028,.349,.321,.028
Holaday, Bryan,592407,2020,33,22,.161,.192,-.031,.194,.241,-.047,.184,.214,-.030
Demeritte, Travis,641513,2020,33,15,.172,.217,-.045,.207,.330,-.123,.227,.277,-.050
Huff, Sam,669087,2020,33,20,.355,.337,.018,.742,.634,.108,.461,.398,.063
Allen, Austin,664119,2020,32,17,.194,.148,.046,.323,.202,.121,.229,.163,.066
Allen, Greg,656185,2020,32,17,.154,.195,-.041,.308,.321,-.013,.263,.290,-.027
Souza Jr., Steven,519306,2020,31,12,.148,.113,.035,.333,.225,.108,.258,.206,.052
Kratz, Erik,456124,2020,30,22,.321,.277,.044,.393,.341,.052,.330,.285,.045
Sanchez, Jesus,660821,2020,29,14,.040,.153,-.113,.080,.252,-.172,.137,.237,-.100
Alford, Anthony,546990,2020,29,20,.214,.178,.036,.500,.318,.182,.300,.224,.076
Fraley, Jake,641584,2020,29,15,.154,.133,.021,.269,.189,.080,.227,.194,.033
Morrison, Logan,489149,2020,28,17,.120,.188,-.068,.280,.368,-.088,.218,.272,-.054
Mateo, Jorge,622761,2020,28,16,.154,.237,-.083,.269,.333,-.064,.193,.243,-.050
Barreto, Franklin,620439,2020,28,12,.074,.122,-.048,.074,.148,-.074,.088,.138,-.050
Hernandez, Yadiel,628450,2020,28,15,.192,.183,.009,.423,.312,.111,.255,.211,.044
Urias, Ramon,602104,2020,27,19,.360,.342,.018,.560,.521,.039,.406,.375,.031
Nido, Tomas,621512,2020,26,18,.292,.243,.049,.583,.454,.129,.383,.314,.069
Thaiss, Matt,642136,2020,25,13,.143,.136,.007,.286,.223,.063,.258,.231,.027
Kirk, Alejandro,672386,2020,25,20,.375,.311,.064,.583,.446,.137,.411,.324,.087
Robertson, Daniel,621002,2020,24,15,.333,.282,.051,.333,.356,-.023,.340,.318,.022
Colon, Christian,518568,2020,24,20,.130,.165,-.035,.174,.204,-.030,.152,.180,-.028
Viloria, Meibrys,650619,2020,24,12,.190,.117,.073,.238,.166,.072,.247,.189,.058
Taylor, Beau,607333,2020,24,13,.048,.116,-.068,.048,.144,-.096,.098,.161,-.063
Garlick, Kyle,664247,2020,23,15,.136,.229,-.093,.182,.260,-.078,.160,.231,-.071
Alcantara, Sergio,642727,2020,23,17,.143,.142,.001,.381,.204,.177,.249,.192,.057
Diaz, Isan,656371,2020,22,15,.182,.275,-.093,.182,.347,-.165,.158,.259,-.101
Delmonico, Nicky,547170,2020,22,18,.150,.156,-.006,.150,.203,-.053,.181,.202,-.021
Mercer, Jordy,474568,2020,22,18,.200,.233,-.033,.200,.259,-.059,.221,.260,-.039
Jones, Taylor,622100,2020,22,14,.190,.199,-.009,.381,.405,-.024,.254,.259,-.005
Apostel, Sherten,665947,2020,21,11,.100,.127,-.027,.150,.162,-.012,.132,.149,-.017
Rooker, Brent,667670,2020,21,14,.316,.302,.014,.579,.541,.038,.401,.373,.028
Sanchez, Yolmer,570560,2020,21,11,.313,.249,.064,.688,.503,.185,.472,.394,.078
Rodgers, Brendan,663898,2020,21,15,.095,.134,-.039,.143,.146,-.003,.099,.129,-.030
Cain, Lorenzo,456715,2020,21,16,.333,.384,-.051,.389,.527,-.138,.347,.417,-.070
Payton, Mark,592622,2020,20,13,.167,.117,.050,.222,.208,.014,.217,.186,.031
Cron, Kevin,605196,2020,20,10,.000,.110,-.110,.000,.173,-.173,.106,.200,-.094
Stephenson, Tyler,663886,2020,20,8,.294,.206,.088,.647,.405,.242,.429,.308,.121
Hudson, Joe,621529,2020,20,13,.176,.133,.043,.176,.161,.015,.210,.183,.027
Haase, Eric,606992,2020,19,12,.176,.257,-.081,.176,.440,-.264,.174,.292,-.118
Difo, Wilmer,594694,2020,18,11,.071,.218,-.147,.071,.285,-.214,.163,.283,-.120
Phegley, Josh,572033,2020,18,13,.063,.134,-.071,.250,.290,-.040,.186,.231,-.045
Williams, Mason,592863,2020,18,9,.111,.174,-.063,.222,.229,-.007,.133,.173,-.040
Moniak, Mickey,666160,2020,18,8,.214,.246,-.032,.214,.294,-.080,.298,.328,-.030
Basabe, Luis Alexander,642772,2020,18,9,.143,.175,-.032,.143,.211,-.068,.250,.283,-.033
Collins, Zack,641470,2020,18,11,.063,.154,-.091,.125,.351,-.226,.144,.248,-.104
Heath, Nick,670084,2020,18,8,.154,.243,-.089,.231,.310,-.079,.262,.316,-.054
Jankowski, Travis,608671,2020,17,8,.067,.149,-.082,.067,.163,-.096,.132,.209,-.077
Noll, Jake,669738,2020,17,13,.353,.271,.082,.412,.325,.087,.327,.252,.075
Knizner, Andrew,668800,2020,17,12,.250,.278,-.028,.313,.338,-.025,.225,.291,-.066
Schrock, Max,621011,2020,17,11,.176,.181,-.005,.353,.289,.064,.216,.186,.030
Mejia, Erick,625510,2020,16,8,.071,.081,-.010,.143,.099,.044,.087,.075,.012
Astudillo, Willians,553902,2020,16,14,.250,.242,.008,.500,.334,.166,.306,.234,.072
Oliva, Jared,666931,2020,16,10,.188,.211,-.023,.188,.268,-.080,.163,.200,-.037
Dozier, Brian,572821,2020,16,10,.133,.220,-.087,.133,.326,-.193,.152,.254,-.102
Ona, Jorge,671250,2020,15,5,.250,.207,.043,.583,.479,.104,.408,.350,.058
Walton, Donovan,622268,2020,14,8,.154,.149,.005,.231,.296,-.065,.198,.216,-.018
Dixon, Brandon,641525,2020,14,9,.077,.184,-.107,.154,.351,-.197,.136,.257,-.121
Johnson, Daniel,669288,2020,13,7,.083,.153,-.070,.083,.285,-.202,.073,.169,-.096
Almonte, Abraham,501659,2020,13,7,.091,.118,-.027,.091,.140,-.049,.173,.202,-.029
Rodriguez, Sean,446481,2020,13,7,.154,.121,.033,.154,.159,-.005,.134,.120,.014
Chang, Yu,644374,2020,13,7,.182,.207,-.025,.182,.232,-.050,.240,.274,-.034
Davis, Jaylin,664041,2020,12,6,.167,.211,-.044,.417,.440,-.023,.234,.254,-.020
Gutierrez, Kelvin,642721,2020,12,3,.111,.154,-.043,.111,.213,-.102,.245,.283,-.038
Hill, Derek,656537,2020,12,5,.091,.103,-.012,.091,.141,-.050,.130,.149,-.019
Reynolds, Matt,608703,2020,11,4,.000,.065,-.065,.000,.077,-.077,.000,.065,-.065
Puello, Cesar,527049,2020,11,7,.375,.229,.146,.375,.244,.131,.399,.311,.088
Ramirez, Harold,623912,2020,11,8,.200,.184,.016,.200,.225,-.025,.221,.229,-.008
Martin, Jason,641829,2020,11,5,.000,.050,-.050,.000,.056,-.056,.125,.168,-.043
Lavarnway, Ryan,543432,2020,11,9,.364,.306,.058,.364,.343,.021,.316,.282,.034
Lugo, Dawel,608475,2020,11,9,.200,.192,.008,.200,.286,-.086,.221,.257,-.036
McCarthy, Joe,663411,2020,10,5,.000,.025,-.025,.000,.027,-.027,.000,.023,-.023
Contreras, William,661388,2020,10,6,.400,.319,.081,.500,.468,.032,.383,.316,.067
Hermosillo, Michael,641684,2020,10,8,.250,.099,.151,.250,.121,.129,.243,.179,.064
Stubbs, Garrett,596117,2020,10,10,.125,.242,-.117,.125,.279,-.154,.097,.223,-.126
Sanchez, Ali,645305,2020,10,6,.111,.048,.063,.111,.054,.057,.156,.108,.048
Goins, Ryan,572365,2020,10,8,.000,.201,-.201,.000,.456,-.456,.069,.298,-.229
Joseph, Caleb,543376,2020,9,7,.125,.272,-.147,.500,.439,.061,.292,.332,-.040
Alvarez, Yordan,670541,2020,9,7,.250,.278,-.028,.625,.447,.178,.392,.348,.044
Marchan, Rafael,665561,2020,9,6,.500,.427,.073,.875,.683,.192,.582,.467,.115
Cordell, Ryan,641477,2020,8,5,.125,.164,-.039,.125,.214,-.089,.109,.156,-.047
Ruiz, Keibert,660688,2020,8,5,.250,.245,.005,.625,.626,-.001,.351,.335,.016
McKinstry, Zach,656716,2020,7,4,.286,.272,.014,.429,.334,.095,.298,.248,.050
Orf, Nate,644337,2020,7,6,.000,.257,-.257,.000,.338,-.338,.000,.255,-.255
Healy, Ryon,592387,2020,7,5,.143,.122,.021,.143,.348,-.205,.124,.183,-.059
Soto, Elliot,519303,2020,7,5,.333,.188,.145,.500,.232,.268,.397,.253,.144
Jones, Jahmai,663330,2020,7,5,.429,.327,.102,.429,.397,.032,.373,.294,.079
Culberson, Charlie,518586,2020,7,3,.143,.146,-.003,.286,.371,-.085,.174,.192,-.018
Jackson, Alex,656577,2020,7,3,.286,.213,.073,.429,.254,.175,.298,.193,.105
Garcia, Adolis,666969,2020,7,2,.000,.032,-.032,.000,.037,-.037,.099,.127,-.028
Torreyes, Ronald,591720,2020,7,7,.143,.281,-.138,.286,.443,-.157,.174,.303,-.129
Dean, Austin,621573,2020,7,2,.250,.190,.060,.500,.364,.136,.470,.416,.054
Perez, Hernan,541650,2020,6,4,.167,.417,-.250,.167,.519,-.352,.145,.382,-.237
Williams, Justin,642211,2020,6,3,.200,.157,.043,.200,.202,-.002,.260,.234,.026
Rickard, Joey,572073,2020,6,4,.000,.056,-.056,.000,.059,-.059,.115,.163,-.048
Herrera, Dilson,599096,2020,6,1,.000,.000,.000,.000,.000,.000,.120,.120,.000
Briceno, Jose,593993,2020,6,4,.200,.278,-.078,.200,.353,-.153,.260,.333,-.073
Navarreto, Brian,640459,2020,5,4,.400,.368,.032,.400,.438,-.038,.348,.332,.016
Brown, Seth,664913,2020,5,3,.000,.138,-.138,.000,.482,-.482,.000,.241,-.241
O'Grady, Brian,657434,2020,5,4,.400,.364,.036,.600,.547,.053,.417,.365,.052
Rivera, Yadiel,592680,2020,5,4,.000,.199,-.199,.000,.297,-.297,.000,.200,-.200
Craig, Will,643269,2020,4,3,.000,.211,-.211,.000,.552,-.552,.000,.286,-.286
Rivera, Rene,425784,2020,4,1,.250,.223,.027,.250,.280,-.030,.218,.201,.017
Blankenhorn, Travis,663905,2020,4,3,.333,.245,.088,.667,.548,.119,.484,.402,.082
Grullon, Deivy,620453,2020,4,2,.333,.236,.097,.333,.245,.088,.390,.332,.058
Hernandez, Oscar,591712,2020,4,3,.500,.328,.172,.500,.435,.065,.435,.300,.135
Romine, Andrew,461865,2020,4,3,.250,.352,-.102,.500,.453,.047,.304,.327,-.023
Campusano, Luis,669134,2020,4,1,.333,.171,.162,1.333,.371,.962,.665,.323,.342
Pache, Cristian,665506,2020,4,2,.250,.085,.165,.250,.098,.152,.218,.089,.129
Susac, Andrew,572180,2020,4,2,.000,.057,-.057,.000,.075,-.075,.345,.371,-.026
Nogowski, John,596056,2020,4,3,.250,.173,.077,.250,.186,.064,.218,.156,.062
McKinney, Billy,641856,2020,3,3,.667,.455,.212,.667,.541,.126,.580,.412,.168
Brantly, Rob,542963,2020,3,3,.000,.169,-.169,.000,.191,-.191,.000,.165,-.165
Bonifacio, Emilio,466988,2020,3,1,.000,.014,-.014,.000,.014,-.014,.000,.013,-.013
Florial, Estevan,664314,2020,3,1,.333,.319,.014,.333,.356,-.023,.290,.287,.003
Nunez, Eduardo,456488,2020,2,2,.500,.139,.361,.500,.141,.359,.435,.133,.302
Gonzalez, Luis,670768,2020,2,0,.000,,,.000,,,.360,.360,.000
Wisdom, Patrick,621550,2020,2,2,.000,.004,-.004,.000,.004,-.004,.000,.003,-.003
Whitefield, Aaron,664334,2020,1,1,.000,.086,-.086,.000,.086,-.086,.000,.077,-.077
Adams, Austin,613534,2020,1,0,.000,,,.000,,,.000,.000,.000
